1003,884,805,656,621,571,450,472,368,344,312,282,237,213,169,157,126,140,117,86,69,82,72,60,36,47,28,23,43,38,46,19,18,20,19,5,16,22,4,23,21,9,5
1104,934,847,760,676,554,519,468,348,346,336,227,213,215,217,156,153,160,107,83,122,103,104,72,66,56,50,33,48,35,19,26,21,26,19,15,14,2
1026,996,905,770,680,589,520,449,428,379,323,291,249,198,185,189,149,128,141,139,120,76,45,65,59,62,41,37,48,29,42,24,71,22,25,7,25,16,37,13,-1,5
